"idno","district","gndr","agea","edu","wkhtot","income","stfdem","stfeco","trstprl","trstprt","trstplt","trstlgl","lrscale"
30342,"Distrikt 7","female",56,"ES-ISCED II",24,"3rd decile",2,5,5,6,4,7,3
30343,"Distrikt 7","male",63,"ES-ISCED III",23,"9th decile",4,4,3,2,6,4,8
30344,"Distrikt 7","female",34,"ES-ISCED III",24,"3rd decile",0,1,4,6,3,5,4
30345,"Distrikt 7","female",33,"ES-ISCED III",29,"6th decile",9,6,0,3,3,3,1
30346,"Distrikt 7","female",40,"ES-ISCED III",23,"5th decile",5,4,3,6,4,3,3
30347,"Distrikt 7","female",28,"ES-ISCED III",16,"5th decile",3,2,3,3,3,5,5
30348,"Distrikt 7","female",17,"ES-ISCED IV",29,"6th decile",8,6,2,6,6,0,1
30349,"Distrikt 7","male",26,"ES-ISCED III",21,"8th decile",4,4,3,6,6,3,5
30350,"Distrikt 7","male",47,"ES-ISCED II",28,"5th decile",0,2,4,3,2,3,5
30351,"Distrikt 7","female",23,"ES-ISCED III",19,"6th decile",7,5,4,6,8,6,5
30352,"Distrikt 7","male",41,"ES-ISCED II",42,"6th decile",2,4,6,7,7,7,5
30353,"Distrikt 7","male",39,"ES-ISCED I",25,"5th decile",2,2,7,3,6,3,2
30354,"Distrikt 7","female",38,"ES-ISCED II",28,"4th decile",5,5,5,6,6,7,3
30355,"Distrikt 7","male",35,"ES-ISCED I",30,"4th decile",0,4,6,8,3,4,5
30356,"Distrikt 7","male",18,"ES-ISCED III",48,"4th decile",3,4,5,5,6,7,3
30357,"Distrikt 7","male",53,"ES-ISCED I",49,"4th decile",5,6,7,6,5,5,7
30358,"Distrikt 7","male",53,"ES-ISCED III",25,"8th decile",7,4,6,6,8,3,6
30359,"Distrikt 7","female",25,"ES-ISCED III",23,"5th decile",6,5,7,6,4,6,4
30360,"Distrikt 7","female",35,"ES-ISCED III",32,"4th decile",4,4,5,4,4,9,6
30361,"Distrikt 7","male",42,"ES-ISCED II",37,"5th decile",7,5,2,3,3,7,3
30362,"Distrikt 7","male",46,"ES-ISCED II",39,"7th decile",3,4,6,3,5,4,3
30363,"Distrikt 7","male",16,"ES-ISCED III",45,"5th decile",7,8,8,3,2,6,0
30364,"Distrikt 7","female",38,"ES-ISCED III",38,"4th decile",2,3,5,3,5,6,NA
30365,"Distrikt 7","female",43,"ES-ISCED III",42,"5th decile",5,5,5,3,3,4,5
30366,"Distrikt 7","male",42,"ES-ISCED I",47,"3rd decile",2,2,7,10,9,8,6
30367,"Distrikt 7","male",58,"ES-ISCED II",41,"6th decile",6,8,5,7,0,5,6
30368,"Distrikt 7","male",50,"ES-ISCED III",39,"8th decile",7,7,5,5,5,4,10
30369,"Distrikt 7","male",50,"ES-ISCED II",33,"5th decile",6,7,0,0,2,5,4
30370,"Distrikt 7","male",28,"ES-ISCED II",40,"6th decile",9,6,9,7,7,8,5
30371,"Distrikt 7","male",25,"ES-ISCED II",34,"4th decile",3,4,2,4,3,4,4
30372,"Distrikt 7","male",33,"ES-ISCED II",35,"5th decile",5,5,6,3,6,4,7
30373,"Distrikt 7","male",45,"ES-ISCED III",39,"6th decile",6,5,1,4,6,4,7
30374,"Distrikt 7","male",29,"ES-ISCED IV",34,"8th decile",5,6,5,5,7,3,7
30375,"Distrikt 7","female",40,"ES-ISCED II",24,"3rd decile",1,0,6,4,6,6,4
30376,"Distrikt 7","female",35,"ES-ISCED II",28,"4th decile",8,3,7,7,6,3,2
30377,"Distrikt 7","female",58,"ES-ISCED III",20,"6th decile",3,3,5,6,3,4,6
30378,"Distrikt 7","female",59,"ES-ISCED II",31,"4th decile",1,2,5,4,7,6,5
30379,"Distrikt 7","female",46,"ES-ISCED II",22,"4th decile",2,0,2,5,2,7,4
30380,"Distrikt 7","male",29,"ES-ISCED II",32,"6th decile",3,3,3,7,3,3,5
30381,"Distrikt 7","male",51,"ES-ISCED II",32,"6th decile",2,3,0,1,3,2,6
30382,"Distrikt 7","male",56,"ES-ISCED III",40,"8th decile",6,4,3,1,4,5,6
30383,"Distrikt 7","female",43,"ES-ISCED III",28,"5th decile",6,9,2,5,8,4,4
30384,"Distrikt 7","female",62,"ES-ISCED I",38,"2nd decile",4,6,3,3,5,6,5
30385,"Distrikt 7","female",53,"ES-ISCED II",41,"3rd decile",6,4,4,7,5,4,6
30386,"Distrikt 7","female",28,"ES-ISCED IV",36,"6th decile",8,5,4,6,3,8,5
30387,"Distrikt 7","female",57,"ES-ISCED II",29,"5th decile",4,3,7,4,4,5,4
30388,"Distrikt 7","female",67,"ES-ISCED III",34,"5th decile",3,4,5,4,4,3,6
30389,"Distrikt 7","female",35,"ES-ISCED III",49,"4th decile",5,5,1,4,2,5,2
30390,"Distrikt 7","female",59,"ES-ISCED II",41,"4th decile",8,6,4,5,2,5,3
30391,"Distrikt 7","male",51,"ES-ISCED IV",31,"8th decile",9,8,4,7,5,6,6
30392,"Distrikt 7","female",53,"ES-ISCED I",33,"2nd decile",5,5,7,7,4,3,2
30393,"Distrikt 7","female",43,"ES-ISCED III",26,"5th decile",5,4,6,5,6,8,5
30394,"Distrikt 7","male",47,"ES-ISCED II",38,"6th decile",7,6,4,7,6,4,7
30395,"Distrikt 7","male",41,"ES-ISCED II",32,"6th decile",3,3,4,5,5,2,3
30396,"Distrikt 7","male",43,"ES-ISCED II",49,"4th decile",8,6,3,3,3,1,5
30397,"Distrikt 7","male",37,"ES-ISCED II",40,"5th decile",6,7,1,2,5,2,4
30398,"Distrikt 7","male",56,"ES-ISCED II",19,"7th decile",4,2,0,1,0,6,6
30399,"Distrikt 7","male",25,"ES-ISCED III",49,"6th decile",2,4,1,4,5,3,3
30400,"Distrikt 7","female",47,"ES-ISCED II",30,"3rd decile",1,4,5,5,4,7,4
30401,"Distrikt 7","female",38,"ES-ISCED II",23,"4th decile",5,7,4,4,6,1,2
30402,"Distrikt 7","male",33,"ES-ISCED II",18,"7th decile",10,9,5,7,7,5,3
30403,"Distrikt 7","female",24,"ES-ISCED IV",35,"5th decile",4,5,5,5,6,6,5
30404,"Distrikt 7","male",45,"ES-ISCED III",42,"6th decile",4,4,1,4,4,4,8
30405,"Distrikt 7","male",39,"ES-ISCED III",50,"6th decile",2,3,4,4,2,5,5
30406,"Distrikt 7","male",41,"ES-ISCED I",34,"4th decile",6,6,5,4,5,5,5
30407,"Distrikt 7","female",44,"ES-ISCED III",39,"4th decile",3,6,2,1,5,5,4
30408,"Distrikt 7","male",NA,"ES-ISCED III",26,"6th decile",2,1,6,6,6,4,6
30409,"Distrikt 7","female",37,"ES-ISCED IV",40,"5th decile",6,6,2,3,3,4,0
30410,"Distrikt 7","female",36,"ES-ISCED III",27,"4th decile",6,5,2,2,1,4,4
30411,"Distrikt 7","female",20,"ES-ISCED III",29,"4th decile",6,6,6,5,6,6,4
30412,"Distrikt 7","male",41,"ES-ISCED III",30,"7th decile",3,8,1,4,6,2,3
30413,"Distrikt 7","male",24,"ES-ISCED III",46,"6th decile",7,4,9,6,3,6,2
30414,"Distrikt 7","female",44,"ES-ISCED II",38,"3rd decile",5,4,6,7,5,5,7
30415,"Distrikt 7","male",64,"ES-ISCED I",41,"5th decile",3,4,6,5,8,5,6
30416,"Distrikt 7","male",37,"ES-ISCED II",21,"6th decile",3,3,5,6,4,5,5
30417,"Distrikt 7","male",64,"ES-ISCED I",35,"5th decile",6,5,0,3,6,4,4
30418,"Distrikt 7","male",28,"ES-ISCED IV",38,"7th decile",7,7,3,7,6,6,5
30419,"Distrikt 7","male",48,"ES-ISCED I",29,"6th decile",5,5,3,4,5,2,4
30420,"Distrikt 7","female",51,"ES-ISCED III",40,"6th decile",8,4,2,0,0,2,2
30421,"Distrikt 7","male",38,"ES-ISCED III",35,"7th decile",8,5,3,7,5,6,6
30422,"Distrikt 7","male",62,"ES-ISCED I",32,"5th decile",3,5,4,5,3,7,5
30423,"Distrikt 7","male",33,"ES-ISCED III",33,"6th decile",4,3,6,6,7,5,5
30424,"Distrikt 7","female",42,"ES-ISCED III",36,"5th decile",8,5,7,5,5,6,6
30425,"Distrikt 7","male",50,"ES-ISCED III",39,"8th decile",7,5,1,5,3,3,6
30426,"Distrikt 7","male",49,"ES-ISCED II",38,"6th decile",6,7,5,4,4,5,5
30427,"Distrikt 7","male",35,"ES-ISCED IV",33,"7th decile",7,5,5,4,4,7,4
30428,"Distrikt 7","female",38,"ES-ISCED III",37,"4th decile",2,6,4,3,7,3,2
30429,"Distrikt 7","female",44,"ES-ISCED IV",42,"5th decile",6,5,4,7,9,5,4
30430,"Distrikt 7","female",35,"ES-ISCED II",35,"4th decile",0,2,7,3,5,1,6
30431,"Distrikt 7","female",39,"ES-ISCED I",50,"1st decile",2,5,6,5,5,5,6
30432,"Distrikt 7","male",43,"ES-ISCED II",22,"6th decile",3,4,6,5,3,5,7
30433,"Distrikt 7","male",30,"ES-ISCED III",34,"5th decile",5,4,2,5,5,5,4
30434,"Distrikt 7","male",39,"ES-ISCED III",30,"7th decile",1,1,2,1,5,3,5
30435,"Distrikt 7","female",26,"ES-ISCED II",36,"3rd decile",2,5,6,7,8,7,4
30436,"Distrikt 7","female",47,"ES-ISCED III",34,"5th decile",6,6,4,5,3,4,5
30437,"Distrikt 7","male",42,"ES-ISCED II",32,"5th decile",3,4,4,7,9,2,6
30438,"Distrikt 7","male",40,"ES-ISCED II",25,"6th decile",5,5,2,5,5,2,4
30439,"Distrikt 7","female",44,"ES-ISCED II",38,"3rd decile",5,3,1,9,5,5,6
30440,"Distrikt 7","male",29,"ES-ISCED III",27,"8th decile",8,7,5,5,4,8,6
30441,"Distrikt 7","female",39,"ES-ISCED IV",31,"6th decile",4,4,4,5,8,7,6
30442,"Distrikt 7","male",46,"ES-ISCED I",45,"4th decile",3,2,6,8,6,4,2
30443,"Distrikt 7","male",66,"ES-ISCED I",43,"4th decile",4,5,4,3,4,4,4
30444,"Distrikt 7","male",30,"ES-ISCED III",27,"7th decile",5,7,4,4,4,6,3
30445,"Distrikt 7","male",37,"ES-ISCED III",40,"7th decile",10,8,4,6,5,5,4
30446,"Distrikt 7","female",22,"ES-ISCED V",41,"7th decile",8,7,5,8,5,3,6
30447,"Distrikt 7","female",44,"ES-ISCED II",34,"3rd decile",8,6,2,1,2,2,4
30448,"Distrikt 7","male",20,"ES-ISCED III",31,"7th decile",7,7,5,6,4,7,2
30449,"Distrikt 7","male",18,"ES-ISCED III",33,"6th decile",5,7,4,6,3,5,4
30450,"Distrikt 7","female",33,"ES-ISCED II",44,"1st decile",6,6,2,6,4,6,4
30451,"Distrikt 7","female",25,"ES-ISCED IV",37,"4th decile",8,7,2,3,5,3,4
30452,"Distrikt 7","female",42,"ES-ISCED III",33,"4th decile",7,7,6,5,5,4,4
30453,"Distrikt 7","female",30,"ES-ISCED III",40,"3rd decile",5,4,7,3,2,4,4
30454,"Distrikt 7","male",42,"ES-ISCED III",25,"7th decile",3,3,7,7,6,8,5
30455,"Distrikt 7","male",27,"ES-ISCED III",45,"6th decile",1,5,9,5,5,6,4
30456,"Distrikt 7","female",39,"ES-ISCED III",40,"4th decile",9,8,6,4,4,2,5
30457,"Distrikt 7","male",42,"ES-ISCED II",33,"5th decile",4,2,4,4,2,3,6
30458,"Distrikt 7","female",57,"ES-ISCED I",37,"2nd decile",8,8,5,3,3,5,6
30459,"Distrikt 7","male",48,"ES-ISCED III",31,"7th decile",3,5,3,4,8,6,3
30460,"Distrikt 7","female",33,"ES-ISCED V",29,"7th decile",1,4,0,4,0,4,5
30461,"Distrikt 7","male",43,"ES-ISCED III",30,"7th decile",4,5,5,0,4,5,NA
30462,"Distrikt 7","male",20,"ES-ISCED IV",22,"8th decile",4,5,5,6,3,5,5
30463,"Distrikt 7","female",43,"ES-ISCED II",35,"3rd decile",4,4,7,5,2,7,5
30464,"Distrikt 7","male",50,"ES-ISCED I",34,"4th decile",4,6,4,5,4,6,4
30465,"Distrikt 7","male",26,"ES-ISCED III",31,"6th decile",2,2,5,5,7,4,5
30466,"Distrikt 7","female",40,"ES-ISCED III",37,"4th decile",6,5,2,3,5,5,5
30467,"Distrikt 7","female",44,"ES-ISCED III",43,"3rd decile",7,5,7,5,4,3,9
30468,"Distrikt 7","male",36,"ES-ISCED III",41,"5th decile",4,3,1,6,5,5,5
30469,"Distrikt 7","female",29,"ES-ISCED IV",34,"6th decile",6,6,4,6,3,6,6
30470,"Distrikt 7","male",38,"ES-ISCED II",34,"6th decile",2,2,3,7,5,2,1
30471,"Distrikt 7","male",48,"ES-ISCED I",46,"4th decile",0,3,1,3,2,6,4
30472,"Distrikt 7","male",34,"ES-ISCED II",22,"6th decile",NA,0,5,5,3,7,3
30473,"Distrikt 7","female",48,"ES-ISCED I",12,"3rd decile",4,4,4,6,7,1,4
30474,"Distrikt 7","female",38,"ES-ISCED V",37,"7th decile",10,6,0,2,3,3,3
30475,"Distrikt 7","male",63,NA,40,"5th decile",4,4,6,9,3,4,6
30476,"Distrikt 7","female",42,"ES-ISCED III",38,"6th decile",7,6,0,7,6,4,5
30477,"Distrikt 7","male",71,"ES-ISCED II",49,"5th decile",4,4,2,4,4,4,4
30478,"Distrikt 7","female",34,"ES-ISCED III",20,"6th decile",5,7,3,7,5,3,3
30479,"Distrikt 7","female",33,"ES-ISCED IV",40,"6th decile",8,4,3,9,4,1,7
30480,"Distrikt 7","female",38,"ES-ISCED IV",32,"5th decile",4,5,0,7,4,7,6
30481,"Distrikt 7","male",43,"ES-ISCED IV",16,"8th decile",6,4,1,5,7,6,4
30482,"Distrikt 7","male",46,"ES-ISCED III",28,"7th decile",4,0,6,10,6,8,5
30483,"Distrikt 7","female",40,"ES-ISCED II",39,"2nd decile",5,4,5,6,7,7,6
30484,"Distrikt 7","female",48,"ES-ISCED IV",26,"7th decile",10,7,0,1,2,4,8
30485,"Distrikt 7","male",19,"ES-ISCED III",31,"7th decile",1,5,7,8,5,7,4
30486,"Distrikt 7","female",25,"ES-ISCED III",45,"2nd decile",1,5,6,1,2,3,5
30487,"Distrikt 7","male",56,"ES-ISCED II",40,"5th decile",5,4,3,5,6,7,7
30488,"Distrikt 7","female",58,"ES-ISCED II",45,"4th decile",6,5,NA,3,4,2,5
30489,"Distrikt 7","female",40,"ES-ISCED III",27,"6th decile",9,7,2,7,5,6,2
30490,"Distrikt 7","female",58,"ES-ISCED II",28,"4th decile",6,5,3,2,4,1,8
30491,"Distrikt 7","female",34,"ES-ISCED III",32,"5th decile",7,6,2,1,4,1,4
30492,"Distrikt 7","male",51,"ES-ISCED II",35,"6th decile",7,6,2,5,3,5,6
30493,"Distrikt 7","male",56,"ES-ISCED II",29,"6th decile",6,7,6,7,7,10,3
30494,"Distrikt 7","male",36,"ES-ISCED III",43,"7th decile",9,5,4,8,4,4,9
30495,"Distrikt 7","female",34,"ES-ISCED III",40,"4th decile",3,6,5,3,6,6,8
30496,"Distrikt 7","female",56,"ES-ISCED II",39,"3rd decile",4,4,0,0,NA,3,9
30497,"Distrikt 7","male",48,"ES-ISCED II",35,"7th decile",6,6,8,6,6,4,4
30498,"Distrikt 7","male",NA,"ES-ISCED V",46,"8th decile",7,9,3,6,5,3,5
30499,"Distrikt 7","female",57,"ES-ISCED II",41,"3rd decile",7,8,4,8,5,6,6
30500,"Distrikt 7","male",43,"ES-ISCED II",47,"4th decile",8,7,3,2,1,1,4
30501,"Distrikt 7","female",42,"ES-ISCED I",28,"3rd decile",3,6,6,4,5,0,6
30502,"Distrikt 7","female",32,"ES-ISCED II",23,"4th decile",8,6,4,5,6,6,5
30503,"Distrikt 7","male",33,"ES-ISCED II",49,"4th decile",3,6,8,7,7,4,8
30504,"Distrikt 7","female",34,"ES-ISCED III",44,"5th decile",5,5,4,4,4,2,5
30505,"Distrikt 7","female",57,"ES-ISCED II",38,"4th decile",3,4,3,5,4,8,2
30506,"Distrikt 7","female",42,"ES-ISCED III",36,"4th decile",5,6,4,8,5,6,7
30507,"Distrikt 7","male",28,"ES-ISCED IV",41,"7th decile",2,5,4,1,1,5,5
30508,"Distrikt 7","female",49,"ES-ISCED II",34,"5th decile",7,5,5,5,5,1,7
30509,"Distrikt 7","male",39,"ES-ISCED IV",20,"9th decile",4,3,6,2,6,4,4
30510,"Distrikt 7","male",36,"ES-ISCED III",32,"7th decile",8,7,2,4,4,5,1
30511,"Distrikt 7","female",55,NA,34,"1st decile",2,5,4,5,7,6,5
30512,"Distrikt 7","male",46,"ES-ISCED II",42,"6th decile",2,4,5,6,5,7,2
30513,"Distrikt 7","male",57,"ES-ISCED I",42,"5th decile",3,3,4,6,4,7,6
30514,"Distrikt 7","male",36,"ES-ISCED I",43,"4th decile",NA,8,8,5,3,4,4
30515,"Distrikt 7","male",51,"ES-ISCED II",40,"6th decile",0,2,7,4,6,6,5
30516,"Distrikt 7","male",36,"ES-ISCED III",51,"6th decile",6,7,3,6,3,3,7
30517,"Distrikt 7","male",41,"ES-ISCED III",43,"7th decile",7,5,3,5,5,3,7
30518,"Distrikt 7","female",66,"ES-ISCED II",44,"5th decile",1,5,3,2,5,5,7
30519,"Distrikt 7","female",63,"ES-ISCED I",24,"4th decile",1,2,6,4,4,6,7
30520,"Distrikt 7","female",39,"ES-ISCED III",26,"6th decile",7,6,5,6,3,6,6
30521,"Distrikt 7","female",44,"ES-ISCED II",28,"4th decile",3,2,7,4,4,3,5
30522,"Distrikt 7","female",48,"ES-ISCED II",30,"3rd decile",1,3,7,6,3,5,2
30523,"Distrikt 7","female",33,"ES-ISCED III",31,"4th decile",0,0,5,5,6,4,6
30524,"Distrikt 7","male",43,"ES-ISCED II",23,"6th decile",4,5,3,8,4,8,2
30525,"Distrikt 7","male",NA,"ES-ISCED III",29,"7th decile",NA,8,3,4,7,4,0
30526,"Distrikt 7","female",22,"ES-ISCED II",37,"3rd decile",6,7,8,6,3,5,5
30527,"Distrikt 7","male",31,"ES-ISCED II",34,"5th decile",7,6,6,8,7,6,7
30528,"Distrikt 7","female",54,"ES-ISCED II",41,"4th decile",3,6,2,6,6,6,2
30529,"Distrikt 7","male",40,"ES-ISCED III",21,"7th decile",6,6,2,5,5,7,2
30530,"Distrikt 7","female",29,"ES-ISCED II",45,"1st decile",0,3,5,5,7,7,5
30531,"Distrikt 7","female",NA,"ES-ISCED V",29,"7th decile",7,7,3,2,4,3,4
30532,"Distrikt 7","female",66,"ES-ISCED III",41,"4th decile",5,4,4,4,4,6,10
30533,"Distrikt 7","female",23,"ES-ISCED II",35,"3rd decile",6,7,6,8,4,9,6
30534,"Distrikt 7","male",19,"ES-ISCED IV",41,"6th decile",8,6,1,3,4,7,8
30535,"Distrikt 7","male",29,"ES-ISCED IV",43,"6th decile",5,6,4,2,3,7,3
30536,"Distrikt 7","male",40,"ES-ISCED II",36,"5th decile",6,6,5,7,4,8,6
30537,"Distrikt 7","male",40,"ES-ISCED II",27,"7th decile",3,0,8,4,4,5,3
30538,"Distrikt 7","male",35,"ES-ISCED II",34,"6th decile",6,6,6,8,7,5,5
30539,"Distrikt 7","female",18,"ES-ISCED II",33,"2nd decile",6,5,4,9,9,6,4
30540,"Distrikt 7","male",70,NA,39,"4th decile",3,5,5,6,7,5,5
30541,"Distrikt 7","female",59,"ES-ISCED II",29,"4th decile",5,6,5,7,4,3,4
30542,"Distrikt 7","male",41,"ES-ISCED II",35,"6th decile",9,8,3,6,3,5,5
30543,"Distrikt 7","male",35,"ES-ISCED III",31,"6th decile",5,4,3,4,5,6,5
30544,"Distrikt 7","female",49,"ES-ISCED II",35,"2nd decile",2,3,2,4,2,6,3
30545,"Distrikt 7","female",29,"ES-ISCED IV",34,"5th decile",5,5,4,4,2,6,3
30546,"Distrikt 7","male",51,"ES-ISCED II",22,"5th decile",1,5,2,0,8,2,6
30547,"Distrikt 7","female",35,"ES-ISCED IV",37,"6th decile",10,8,1,8,5,8,2
30548,"Distrikt 7","female",42,"ES-ISCED III",32,"4th decile",3,5,4,3,0,5,6
30549,"Distrikt 7","male",45,"ES-ISCED II",15,"7th decile",5,5,1,2,5,2,6
30550,"Distrikt 7","female",56,"ES-ISCED II",38,"2nd decile",2,4,1,5,7,6,2
30551,"Distrikt 7","female",61,"ES-ISCED II",30,"4th decile",5,4,6,6,5,6,5
30552,"Distrikt 7","female",40,"ES-ISCED I",28,"2nd decile",5,3,7,5,3,6,5
30553,"Distrikt 7","male",33,"ES-ISCED I",37,"3rd decile",6,7,9,8,9,6,4
30554,"Distrikt 7","male",42,"ES-ISCED IV",36,"8th decile",6,6,2,7,6,5,6
30555,"Distrikt 7","male",39,"ES-ISCED II",41,"5th decile",1,4,8,4,7,4,5
30556,"Distrikt 7","female",58,"ES-ISCED I",31,"3rd decile",3,3,4,6,5,6,4
30557,"Distrikt 7","female",NA,"ES-ISCED V",32,"6th decile",3,4,6,6,3,4,3
30558,"Distrikt 7","female",42,"ES-ISCED II",38,"3rd decile",4,9,6,4,2,6,7
30559,"Distrikt 7","male",42,"ES-ISCED II",24,"6th decile",2,2,4,5,6,6,4
30560,"Distrikt 7","male",35,"ES-ISCED II",41,"6th decile",3,2,5,5,7,3,5
30561,"Distrikt 7","female",44,"ES-ISCED III",44,"5th decile",4,4,4,3,4,6,3
30562,"Distrikt 7","male",18,"ES-ISCED III",35,"7th decile",6,7,6,4,6,6,5
30563,"Distrikt 7","male",42,"ES-ISCED II",12,"7th decile",7,6,4,4,5,4,7
30564,"Distrikt 7","male",31,"ES-ISCED III",27,"7th decile",5,8,4,3,3,2,6
30565,"Distrikt 7","female",34,"ES-ISCED III",31,"5th decile",6,7,4,1,0,3,5
30566,"Distrikt 7","female",63,"ES-ISCED I",54,"3rd decile",3,4,6,6,5,3,4
30567,"Distrikt 7","male",40,"ES-ISCED II",31,"6th decile",4,3,3,3,4,6,2
30568,"Distrikt 7","male",21,"ES-ISCED II",26,"6th decile",4,6,3,3,6,4,4
30569,"Distrikt 7","female",41,"ES-ISCED III",30,"5th decile",4,5,6,4,6,8,7
30570,"Distrikt 7","female",41,"ES-ISCED II",49,"3rd decile",2,2,3,6,6,3,7
30571,"Distrikt 7","female",44,"ES-ISCED II",36,"4th decile",5,6,7,7,6,8,3
30572,"Distrikt 7","female",49,"ES-ISCED IV",44,"5th decile",7,6,2,4,4,4,8
30573,"Distrikt 7","female",38,"ES-ISCED III",36,"5th decile",2,5,6,6,6,5,4
30574,"Distrikt 7","male",50,"ES-ISCED III",35,"7th decile",6,6,5,5,5,5,5
30575,"Distrikt 7","male",46,"ES-ISCED II",36,"5th decile",6,4,1,1,2,2,4
30576,"Distrikt 7","male",33,"ES-ISCED II",27,"5th decile",7,6,4,5,6,3,3
30577,"Distrikt 7","male",43,"ES-ISCED III",40,"7th decile",4,6,2,4,2,5,8
30578,"Distrikt 7","female",42,"ES-ISCED III",24,"4th decile",6,6,4,6,2,4,4
30579,"Distrikt 7","male",55,NA,39,"4th decile",4,6,10,8,6,4,8
30580,"Distrikt 7","male",28,"ES-ISCED IV",41,"7th decile",6,7,2,3,4,3,3
30581,"Distrikt 7","male",33,"ES-ISCED III",28,"6th decile",3,2,NA,4,4,5,0
30582,"Distrikt 7","female",57,"ES-ISCED II",47,"5th decile",6,5,5,3,4,6,6
30583,"Distrikt 7","female",31,"ES-ISCED II",30,"3rd decile",3,3,5,6,3,2,3
30584,"Distrikt 7","male",37,"ES-ISCED III",29,"6th decile",1,2,3,4,1,3,5
30585,"Distrikt 7","male",20,"ES-ISCED III",40,"6th decile",7,5,2,5,6,1,4
30586,"Distrikt 7","male",49,"ES-ISCED II",14,"7th decile",7,7,3,6,7,5,5
30587,"Distrikt 7","female",46,"ES-ISCED II",36,"3rd decile",5,4,6,6,5,8,2
30588,"Distrikt 7","male",70,NA,34,"3rd decile",5,5,4,7,5,8,7
30589,"Distrikt 7","female",44,"ES-ISCED III",45,"4th decile",NA,7,7,5,4,3,4
30590,"Distrikt 7","female",30,"ES-ISCED III",36,"3rd decile",0,2,4,3,1,3,4
30591,"Distrikt 7","female",48,"ES-ISCED III",34,"4th decile",4,4,2,4,7,3,3
30592,"Distrikt 7","female",39,"ES-ISCED III",39,"4th decile",7,8,3,3,5,4,6
30593,"Distrikt 7","female",44,"ES-ISCED II",36,"4th decile",9,6,3,2,2,4,2
30594,"Distrikt 7","male",44,"ES-ISCED II",39,"5th decile",6,6,7,5,8,6,6
30595,"Distrikt 7","female",29,"ES-ISCED IV",28,"6th decile",9,6,3,0,2,3,4
30596,"Distrikt 7","female",33,"ES-ISCED II",35,"3rd decile",0,4,4,6,7,4,4
30597,"Distrikt 7","female",34,"ES-ISCED III",35,"4th decile",2,3,0,1,6,3,5
30598,"Distrikt 7","female",30,"ES-ISCED III",26,"4th decile",5,6,5,9,6,6,6
30599,"Distrikt 7","female",42,"ES-ISCED III",36,"4th decile",5,4,1,3,5,4,4
30600,"Distrikt 7","male",38,"ES-ISCED III",22,"8th decile",3,5,2,5,7,4,7
30601,"Distrikt 7","male",29,"ES-ISCED IV",47,"7th decile",9,8,2,4,5,2,5
30602,"Distrikt 7","female",34,"ES-ISCED III",24,"4th decile",7,6,4,3,5,2,4
30603,"Distrikt 7","female",50,"ES-ISCED II",35,"2nd decile",3,5,5,4,6,5,10
30604,"Distrikt 7","female",32,"ES-ISCED V",21,"7th decile",4,4,3,2,7,2,3
30605,"Distrikt 7","male",25,"ES-ISCED III",40,"6th decile",5,5,4,2,1,2,5
30606,"Distrikt 7","male",29,"ES-ISCED III",25,"7th decile",8,7,4,4,4,5,5
30607,"Distrikt 7","male",42,"ES-ISCED II",29,"7th decile",5,4,3,4,3,3,3
30608,"Distrikt 7","female",35,"ES-ISCED II",35,"3rd decile",5,5,4,4,8,4,3
30609,"Distrikt 7","female",48,"ES-ISCED IV",31,"6th decile",3,2,4,5,5,6,5
30610,"Distrikt 7","male",60,"ES-ISCED I",39,"5th decile",2,4,6,4,6,6,6
30611,"Distrikt 7","female",51,"ES-ISCED II",35,"5th decile",7,6,8,6,6,5,2
30612,"Distrikt 7","male",47,"ES-ISCED II",46,"6th decile",4,7,6,5,5,5,6
30613,"Distrikt 7","female",34,"ES-ISCED II",40,"2nd decile",3,6,2,4,3,2,5
30614,"Distrikt 7","female",46,"ES-ISCED III",32,"4th decile",6,3,2,9,6,7,5
30615,"Distrikt 7","male",55,"ES-ISCED I",34,"5th decile",4,6,4,6,4,7,2
30616,"Distrikt 7","male",42,"ES-ISCED II",28,"6th decile",NA,6,4,2,6,4,5
30617,"Distrikt 7","male",38,"ES-ISCED II",28,"6th decile",7,6,4,7,6,4,8
30618,"Distrikt 7","female",62,"ES-ISCED II",34,"4th decile",1,4,4,6,3,6,8
30619,"Distrikt 7","female",37,"ES-ISCED V",40,"6th decile",9,8,4,5,4,7,10
30620,"Distrikt 7","male",NA,"ES-ISCED IV",22,"8th decile",7,6,4,5,5,7,4
30621,"Distrikt 7","male",50,"ES-ISCED II",55,"4th decile",10,6,4,4,6,3,3
30622,"Distrikt 7","male",50,"ES-ISCED III",38,"7th decile",8,7,4,3,4,4,6
30623,"Distrikt 7","female",28,"ES-ISCED II",38,"3rd decile",NA,NA,4,6,5,3,4
30624,"Distrikt 7","male",34,"ES-ISCED III",17,"7th decile",1,4,3,3,5,6,4
30625,"Distrikt 7","male",40,"ES-ISCED II",51,"5th decile",4,5,5,NA,7,7,5
30626,"Distrikt 7","male",34,"ES-ISCED II",35,"5th decile",2,3,6,7,6,6,4
30627,"Distrikt 7","male",64,"ES-ISCED I",32,"5th decile",3,3,4,6,6,7,5
30628,"Distrikt 7","female",19,"ES-ISCED V",35,"8th decile",10,8,0,1,2,3,0
30629,"Distrikt 7","female",46,"ES-ISCED III",45,"5th decile",4,5,5,8,5,5,6
30630,"Distrikt 7","male",49,"ES-ISCED II",40,"6th decile",6,6,5,8,5,5,5
